Cluster,GaiaDR3,RA_ICRS,DE_ICRS,Plx,pmRA,pmDE,Gmag,BPmag,RPmag,Pmemb,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx_x,e_Plx,RPlx,PM,pmRA_x,e_pmRA,pmDE_x,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag_x,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag_x,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag_x,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist
NGC_5822,5881693970886599040,224.99069224924,-54.61480570447,1.167,-7.773,-5.089,12.213491,12.424242,11.858878,1.0,Gaia DR3 5881693970886599040,224.99069224924,-54.61480570447,0.0,0.0,144.0,1636148068921376768,5881693970886599040,578712101,0.0095,0.0104,1.167,0.0147,79.3583,9.29,-7.773,0.013,-5.089,0.015,-0.2554,0.0892,-0.2273,0.092,-0.0337,0.0792,0.0697,-0.2615,0.2382,-0.2977,367,367,364,3,-2.2958,547.16,0.069,5.8092,31,true,1.613,,,,,,,,42,20,0.022511,46,0.01283,59.82,4,0,0.915,0,386,245216.85666,47.2537,5189.37,12.213491,0.002763,42,146460.0,75.5308,1939.08,12.424242,0.002846,44,143089.0,78.3064,1827.3,11.858878,0.003826,1.181,0,0,0,0,0,0.565364,0.210751,0.354613,-23.28,4.97,1,16,8,14,20.881,0.32305,0.282269,802.879,56.93,7500.0,4.5,0.25,555,,,,11.682457,0.036884,8,21.95731,NOT_AVAILABLE,0.0,0.0,0.999962,8070.1,8051.4,8082.8,4.0153,3.9933,4.0243,-0.6701,-0.6907,-0.6512,895.1046,884.0104,922.7997,0.7553,0.7497,0.7598,0.6831,0.6779,0.6873,0.3666,0.3638,0.3688,A,224.99075190514,-54.61478308714,0.214599,0.234388,-0.303,0.0
NGC_5822,5881694451911673728,224.99544159886,-54.5567409909,0.8249,-7.421,-5.077,19.89466,20.681927,18.725286,0.06,Gaia DR3 5881694451911673728,224.99544159886,-54.5567409909,0.0,0.0,125.0,1636148068921376768,5881694451911673728,570599168,0.341,0.3271,0.8249,0.4923,1.6757,8.992,-7.421,0.498,-5.077,0.482,-0.1184,0.0269,-0.0621,0.0503,0.0681,0.0336,0.0907,-0.3293,0.2659,-0.1785,270,0,268,2,2.7327,343.55,1.264,1.4858,95,false,,1.4406,0.1017,0.023,0.08,-0.02,0.064,-0.203,31,18,0.751465,33,0.01532,15.67,0,0,1.12,0,283,207.53066,0.840443,246.93,19.89466,0.005189,11,72.8863,10.8197,6.73645,20.681927,0.161197,14,256.474,19.9541,12.8532,18.725286,0.084557,1.587,0,1,0,0,0,1.95664,0.787266,1.169374,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999996,,,,,,,,,,,,,,,,,,,,,,,224.9954984729,-54.55671842442,7.994534,7.68556,-0.1822,0.0
NGC_5822,5881622983662053504,225.51732450504,-54.9928652876,1.1077,-7.62,-5.686,13.609035,14.058077,12.975439,0.99,Gaia DR3 5881622983662053504,225.51732450504,-54.9928652876,0.0,0.0,144.0,1636148068921376768,5881622983662053504,420681548,0.0226,0.0242,1.1077,0.0342,32.375,9.507,-7.62,0.031,-5.686,0.033,-0.2128,0.0054,-0.1446,-0.0535,-0.0125,-0.0417,0.212,-0.1464,0.2179,-0.2034,360,9,359,1,31.7895,2058.3,0.257,45.666,31,false,1.499,,,,,,,,42,21,0.049058,45,0.01052,100.4,0,0,2.407,0,385,67816.1225,16.0782,4217.88,13.609035,0.002767,45,32522.7,20.4865,1587.51,14.058077,0.002873,43,51166.1,21.6607,2362.17,12.975439,0.003807,1.234,0,0,0,0,0,1.082638,0.449042,0.633595,-9.96,3.41,2,13,7,11,10.162,,,733.761,,5750.0,1.0,-0.5,111,,,,12.667906,0.156989,6,,NOT_AVAILABLE,0.0,0.0,0.999984,6031.1,6014.6,6045.8,4.0583,4.0384,4.0828,-0.4224,-0.4386,-0.4071,866.3961,830.7015,896.3005,0.8757,0.8664,0.8841,0.7258,0.7178,0.733,0.3947,0.3903,0.3985,MARCS,225.51738353579,-54.99284001721,0.495986,0.519543,-0.1997,0.0
NGC_5822,5881582404753155584,224.66496926001,-55.56195737531,0.9198,-7.001,-5.606,19.012068,20.03337,17.989424,0.07,Gaia DR3 5881582404753155584,224.66496926001,-55.56195737531,0.0,0.0,164.0,1636148068921376768,5881582404753155584,1258163888,0.1849,0.2587,0.9198,0.3028,3.0382,8.969,-7.001,0.268,-5.606,0.399,-0.2187,0.1676,-0.0154,-0.2289,-0.199,-0.2639,0.6241,-0.0026,-0.1898,-0.2995,334,0,333,1,1.6828,389.3,0.791,1.6387,31,false,1.325,,,,,,,,38,20,0.598199,42,0.01561,82.69,0,0,1.065,0,354,467.86439,1.09179,428.528,19.012068,0.003743,35,132.455,4.78773,27.6655,20.03337,0.039344,34,505.113,6.45287,78.2772,17.989424,0.014376,1.363,0,0,0,0,0,2.043945,1.021301,1.022644,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999998,,,,,,,,,,,,,,,,,,,,,,,224.66502428342,-55.5619324589,4.295273,6.229242,-0.2859,0.0
NGC_5822,5881582267316576384,224.89037722401,-55.42702444993,1.0456,-7.001,-5.067,19.745192,20.928585,18.64249,0.06,Gaia DR3 5881582267316576384,224.89037722401,-55.42702444993,0.0,0.0,139.0,1636148068921376768,5881582267316576384,156414147,0.4472,0.4561,1.0456,0.6744,1.5504,8.642,-7.001,0.632,-5.067,0.657,-0.1271,0.0887,-0.041,0.055,0.0158,0.1192,0.4331,0.1346,-0.3231,-0.1016,234,0,234,0,2.7488,332.26,2.199,3.3568,95,false,,1.1573,0.1249,0.105,0.037,-0.239,-0.139,0.16,27,17,0.967379,29,0.09291,4.479,0,0,1.13,0,239,238.16053,1.33177,178.83,19.745192,0.006667,26,58.0742,5.98326,9.7061,20.928585,0.111896,26,276.797,6.17766,44.8061,18.64249,0.024525,1.406,0,0,0,0,1,2.286095,1.183393,1.102701,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999999,,,,,,,,,,,,,,,,,,,,,,,224.89043205569,-55.42700192921,10.139391,10.32985,-0.1111,0.0
NGC_5822,5881693558556794368,224.9730392931,-54.64980664446,0.7865,-7.275,-4.852,19.00371,19.589502,17.807777,0.07,Gaia DR3 5881693558556794368,224.9730392931,-54.64980664446,0.0,0.0,117.0,1636148068921376768,5881693558556794368,1379327224,0.1897,0.1739,0.7865,0.28,2.8085,8.744,-7.275,0.273,-4.852,0.254,-0.1205,0.1014,-0.3258,0.0724,-0.0939,0.093,0.1011,-0.3544,0.2028,-0.1933,292,0,289,3,1.8864,346.53,0.716,1.7335,95,false,,1.3854,0.0507,0.116,0.023,0.047,0.048,-0.113,34,18,0.413621,39,0.008161,112.5,0,2,1.079,0,314,471.47952,1.11358,423.391,19.00371,0.003764,33,199.35,11.9043,16.746,19.589502,0.064895,34,597.1,20.5147,29.106,17.807777,0.037494,1.689,0,23,0,23,0,1.781725,0.585793,1.195932,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999991,,,,,,,,,,,,,,,,,,,,,,,224.97309517393,-54.64978508012,4.439203,4.047648,-0.1983,0.0
NGC_5822,5881663493771332736,224.38963104097,-54.86014681866,1.4562,-7.132,-6.192,19.948256,21.934065,18.668571,0.07,Gaia DR3 5881663493771332736,224.38963104097,-54.86014681866,0.0,0.0,152.0,1636148068921376768,5881663493771332736,1114686396,0.3541,0.4538,1.4562,0.5808,2.5074,9.445,-7.132,0.497,-6.192,0.695,-0.3647,0.1881,0.0769,-0.1519,-0.2304,-0.1395,0.5831,0.0228,-0.3253,-0.3859,292,0,292,0,2.4041,365.1,1.499,2.1226,95,false,,1.3257,0.0947,-0.024,0.149,-0.072,-0.007,0.171,34,16,1.062017,37,0.01812,28.71,1,8,1.101,0,309,197.53535,0.827053,238.843,19.948256,0.005316,6,23.0033,10.2727,2.23927,21.934065,0.48487,5,270.228,10.4731,25.8021,18.668571,0.042249,1.484,0,0,0,0,0,3.265493,1.985809,1.279684,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999997,,,,,,,,,,,,,,,,,,,,,,,224.38968611195,-54.86011929983,7.930829,10.855407,-0.384,0.0
NGC_5822,5887718641756609408,226.00408339267,-54.22352960828,1.1716,-7.319,-5.434,14.110597,14.457122,13.59344,1.0,Gaia DR3 5887718641756609408,226.00408339267,-54.22352960828,0.0,0.0,150.0,1636148068921376768,5887718641756609408,164323590,0.0125,0.0147,1.1716,0.0196,59.7901,9.116,-7.319,0.018,-5.434,0.024,-0.294,-0.0192,-0.0741,-0.1211,-0.0481,-0.1335,0.4178,-0.0826,-0.0891,-0.3213,346,0,344,2,-2.2273,287.11,0.0,0.0,31,false,1.546,,,,,,,,40,19,0.034951,42,0.003388,134.0,0,0,0.915,0,359,42727.56261,12.6629,3374.24,14.110597,0.002774,41,22520.0,22.7938,987.985,14.457122,0.002999,40,28958.9,30.9233,936.474,13.59344,0.003953,1.205,0,0,0,0,0,0.863682,0.346525,0.517157,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999959,5960.1,5946.7,5977.8,4.2663,4.249,4.2824,-0.4485,-0.4622,-0.4319,808.7775,793.1127,824.4339,0.3266,0.3183,0.3371,0.2753,0.2683,0.2843,0.1491,0.1453,0.154,MARCS,226.00413903019,-54.22350545504,0.286368,0.371315,-0.3149,0.0
NGC_5822,5881662875325140224,224.37635942358,-54.89956780577,1.1876,-8.076,-5.456,16.389484,17.048779,15.615577,0.84,Gaia DR3 5881662875325140224,224.37635942358,-54.89956780577,0.0,0.0,156.0,1636148068921376768,5881662875325140224,111332108,0.0325,0.0466,1.1876,0.0545,21.784,9.746,-8.076,0.046,-5.456,0.068,-0.405,-0.0506,0.0536,-0.1835,-0.2439,-0.2707,0.5844,0.1495,-0.3551,-0.4866,385,0,384,1,0.42,407.43,0.0,0.0,95,false,,1.426,0.0084,0.028,0.118,-0.074,-0.06,0.168,45,18,0.105636,47,0.00677,71.5,0,0,1.014,0,398,5237.84669,2.45679,2131.99,16.389484,0.002802,40,2069.69,10.229,202.336,17.048779,0.006048,43,4497.05,12.627,356.145,15.615577,0.004856,1.254,0,6,0,6,0,1.433202,0.659294,0.773908,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999953,4583.9,4533.8,4624.1,4.4834,4.4644,4.5067,-0.351,-0.4312,-0.2792,900.502,874.973,919.2462,0.4108,0.374,0.4407,0.3139,0.2853,0.3372,0.1665,0.1514,0.1787,PHOENIX,224.37642184394,-54.89954355664,0.73521,1.055523,-0.4801,0.0
NGC_5822,5887719328951145472,225.95082193131,-54.22064671711,1.3564,-6.957,-5.35,16.71291,17.397095,15.816244,0.84,Gaia DR3 5887719328951145472,225.95082193131,-54.22064671711,0.0,0.0,148.0,1636148068921376768,5887719328951145472,90880422,0.0432,0.0478,1.3564,0.067,20.2323,8.776,-6.957,0.058,-5.35,0.07,-0.2066,-0.1089,-0.0278,-0.1815,-0.0989,-0.1818,0.4151,-0.1366,-0.1333,-0.2173,360,0,358,2,1.1735,401.7,0.119,0.6588,31,false,1.41,,,,,,,,41,19,0.103909,43,0.01045,84.13,0,0,1.044,0,350,3888.50539,2.53238,1535.52,16.71291,0.002845,29,1501.69,12.4887,120.243,17.397095,0.009451,30,3738.18,31.4861,118.725,15.816244,0.009895,1.348,0,22,0,22,0,1.580851,0.684185,0.896666,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999926,4522.6,4500.8,4547.2,4.6391,4.6234,4.6482,-0.0152,-0.0532,0.0134,732.3544,720.9041,747.844,0.6523,0.6193,0.6848,0.4907,0.4652,0.5156,0.259,0.2456,0.2722,MARCS,225.950874815,-54.22062293966,0.934487,1.106564,-0.2046,0.0
NGC_5822,5887764511954837504,227.29412328993,-53.97004442116,1.3883,-8.134,-5.214,20.015202,21.006992,18.900194,0.05,Gaia DR3 5887764511954837504,227.29412328993,-53.97004442116,0.0,0.0,17.0,1636148068921376768,5887764511954837504,686226332,0.3858,0.4066,1.3883,0.596,2.3292,9.662,-8.134,0.512,-5.214,0.546,0.0358,-0.0124,0.0171,0.0521,0.0157,0.0294,0.4706,-0.2234,-0.0572,0.0362,300,0,299,1,2.4889,373.75,1.459,1.5518,95,false,,1.4571,0.1091,-0.03,0.115,-0.033,-0.12,0.075,34,18,0.78813,38,0.08366,86.19,0,0,1.103,0,323,185.72325,0.897947,206.831,20.015202,0.005929,33,54.0281,4.43094,12.1934,21.006992,0.089087,35,218.314,4.63854,47.0651,18.900194,0.023376,1.466,0,0,0,0,0,2.106798,0.991791,1.115007,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.99999,,,,,,,,,,,,,,,,,,,,,,,227.2941847509,-53.97002124841,8.197661,8.546218,0.0332,0.0
NGC_5822,5887719397655931520,225.92826173653,-54.21161668109,0.9667,-7.063,-5.12,19.895334,21.021069,18.79742,0.17,Gaia DR3 5887719397655931520,225.92826173653,-54.21161668109,0.0,0.0,170.0,1636148068921376768,5887719397655931520,191495871,0.3408,0.3566,0.9667,0.5285,1.8293,8.723,-7.063,0.501,-5.12,0.592,-0.0172,0.0227,0.1427,-0.0126,-0.2879,0.0608,0.6053,-0.2852,-0.4498,0.0986,288,0,287,1,-0.8007,291.04,0.0,0.0,95,false,,1.1936,0.0918,-0.11,0.029,0.011,-0.279,0.005,33,18,0.878988,35,0.02501,22.92,0,0,0.965,0,304,207.40216,1.00184,207.021,19.895334,0.005924,28,53.3322,5.61694,9.49487,21.021069,0.114384,30,239.988,9.07706,26.439,18.79742,0.041239,1.414,0,16,0,18,0,2.223648,1.125734,1.097914,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999999,,,,,,,,,,,,,,,,,,,,,,,225.92831541213,-54.21159392735,7.975779,9.255083,0.0996,0.0
NGC_5822,5887719432030368256,225.96189761125,-54.20960806026,1.2579,-7.55,-5.719,15.077959,15.514222,14.470786,1.0,Gaia DR3 5887719432030368256,225.96189761125,-54.20960806026,0.0,0.0,149.0,1636148068921376768,5887719432030368256,941418598,0.0181,0.021,1.2579,0.0279,45.143,9.471,-7.55,0.025,-5.719,0.031,-0.2952,0.0174,-0.105,-0.1777,-0.058,-0.1775,0.3997,-0.1257,-0.069,-0.3129,373,0,372,1,0.5733,396.81,0.0,0.0,31,false,1.507,,,,,,,,43,21,0.04651,45,0.007653,76.2,0,0,1.02,0,376,17529.23443,6.81124,2573.57,15.077959,0.002787,37,8506.05,13.2121,643.809,15.514222,0.00326,37,12907.5,15.7551,819.262,14.470786,0.004005,1.222,0,2,0,0,0,1.043436,0.436263,0.607173,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999964,5312.2,5275.7,5345.9,4.4832,4.4676,4.5004,-0.5009,-0.5455,-0.4625,764.5937,745.0153,783.4582,0.2896,0.2651,0.3122,0.2359,0.2157,0.2545,0.1269,0.1161,0.1369,MARCS,225.96195498787,-54.20958264251,0.405199,0.486264,-0.3012,0.0
NGC_5822,5887813990024558464,227.09443844935,-53.44332191148,1.2515,-7.397,-5.693,15.280131,15.746952,14.644509,1.0,Gaia DR3 5887813990024558464,227.09443844935,-53.44332191148,0.0,0.0,148.0,1636148068921376768,5887813990024558464,142132113,0.0214,0.0271,1.2515,0.0312,40.0697,9.334,-7.397,0.03,-5.693,0.039,-0.4866,0.0286,-0.08,-0.24,-0.0684,-0.2589,0.5188,0.0232,-0.1215,-0.5164,363,0,362,1,1.2981,407.9,0.0,2.1273E-15,31,false,1.493,,,,,,,,41,19,0.062588,45,0.01617,89.79,0,0,1.048,0,394,14551.04506,5.82069,2499.88,15.280131,0.002789,39,6864.93,12.3433,556.166,15.746952,0.003405,38,10999.0,23.7323,463.463,14.644509,0.004447,1.228,0,1,0,2,0,1.102443,0.466821,0.635622,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.99996,5181.1,5159.2,5207.5,4.4862,4.4728,4.5013,-0.404,-0.4309,-0.3733,784.3567,767.9337,801.2703,0.3153,0.2978,0.3358,0.2541,0.2399,0.2709,0.1362,0.1286,0.1452,MARCS,227.09449364358,-53.44329660949,0.484474,0.618072,-0.5042,0.0
NGC_5822,5887719500749855488,225.95878616862,-54.19870889767,1.1899,-7.602,-5.752,15.710799,16.242928,15.035236,1.0,Gaia DR3 5887719500749855488,225.95878616862,-54.19870889767,0.0,0.0,149.0,1636148068921376768,5887719500749855488,1453007726,0.0241,0.0286,1.1899,0.0375,31.6968,9.533,-7.602,0.034,-5.752,0.042,-0.3148,0.0451,-5.0E-4,-0.1954,-0.122,-0.1637,0.4602,-0.0467,-0.1329,-0.2653,376,0,373,3,2.224,449.33,0.0,0.0,31,false,1.471,,,,,,,,43,20,0.062528,45,0.008829,74.03,0,0,1.082,0,364,9786.49182,4.04169,2421.39,15.710799,0.002792,38,4347.56,8.58786,506.245,16.242928,0.003519,36,7674.74,9.69264,791.811,15.035236,0.00402,1.228,0,0,0,0,0,1.207691,0.532128,0.675563,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999966,5013.7,4994.6,5034.9,4.5218,4.5027,4.5403,-0.1677,-0.1895,-0.1452,825.5897,800.8692,852.9672,0.3902,0.3743,0.4086,0.3093,0.2965,0.324,0.1646,0.1577,0.1724,MARCS,225.95884392657,-54.19868333372,0.54107,0.655592,-0.2547,0.0
NGC_5822,5887764885618763008,227.25385623981,-53.91601643424,1.5496,-7.208,-5.722,18.916807,20.320942,17.818474,0.3,Gaia DR3 5887764885618763008,227.25385623981,-53.91601643424,0.0,0.0,144.0,1636148068921376768,5887764885618763008,1639219692,0.1494,0.1572,1.5496,0.2378,6.5153,9.204,-7.208,0.196,-5.722,0.206,-0.157,0.06,-0.1627,-0.1615,-0.1016,-0.1349,0.3355,-0.1489,-0.0684,-0.1306,369,0,368,1,-0.6533,362.16,0.0,0.0,31,false,1.286,,,,,,,,42,19,0.303522,47,0.0326,103.5,0,0,0.975,0,400,510.76811,1.09873,464.87,18.916807,0.003612,41,101.634,3.63399,27.9677,20.320942,0.038921,39,591.246,5.92568,99.777,17.818474,0.011519,1.357,0,0,0,0,0,2.502468,1.404135,1.098333,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999935,3276.4,3254.1,3299.4,4.63,4.6034,4.6669,-0.8915,-0.9389,-0.8427,383.9368,364.8927,406.5328,0.5089,0.4407,0.5824,0.3348,0.2899,0.3839,0.1971,0.1711,0.2252,PHOENIX,227.253910635,-53.91599100126,3.170846,3.252382,-0.1176,0.0
NGC_5822,5887764919973431424,227.14947516427,-53.99970400622,1.0554,-8.441,-5.441,18.995554,19.708153,17.901814,0.08,Gaia DR3 5887764919973431424,227.14947516427,-53.99970400622,0.0,0.0,144.0,1636148068921376768,5887764919973431424,998264801,0.3778,0.4158,1.0554,0.5588,1.8888,10.043,-8.441,0.503,-5.441,0.536,-0.2818,-0.0622,-0.1499,-0.1876,-0.0276,-0.1144,0.4027,-0.1081,0.0338,-0.1587,343,0,343,0,25.406,1631.0,4.026,47.053,95,false,,1.3245,0.0996,-0.031,0.021,-0.111,0.01,0.182,39,19,0.799495,44,0.1313,3.442,0,0,2.123,0,371,475.03442,2.48425,191.218,18.995554,0.006311,39,178.713,6.54709,27.2965,19.708153,0.039873,38,547.561,8.90322,61.5015,17.901814,0.018054,1.529,0,11,0,10,0,1.806339,0.712599,1.09374,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999992,3731.8,3689.2,3759.0,4.9565,4.805,5.0397,-1.0332,-1.405,-0.8144,654.3228,504.4156,753.0101,0.1282,0.0638,0.2039,0.091,0.0452,0.1449,0.0493,0.0247,0.0785,PHOENIX,227.14953898843,-53.9996798221,8.107448,8.412503,-0.1466,0.0
NGC_5822,5887719290241806208,225.93365779421,-54.23056742531,1.174,-7.265,-5.397,12.003371,12.225847,11.629684,1.0,Gaia DR3 5887719290241806208,225.93365779421,-54.23056742531,0.0,0.0,147.0,1636148068921376768,5887719290241806208,556766116,0.0221,0.0258,1.174,0.0322,36.4632,9.05,-7.265,0.03,-5.397,0.036,-0.3341,-0.1153,0.0325,-0.2223,0.0234,-0.1916,0.488,-0.168,0.0287,-0.2811,358,358,357,1,24.0148,3059.7,0.257,77.082,31,false,1.607,,,,,,,,41,21,0.055317,43,0.01212,71.5,0,0,2.029,0,355,297576.20926,57.5691,5169.03,12.003371,0.002763,35,175824.0,114.136,1540.47,12.225847,0.002878,36,176719.0,53.5208,3301.89,11.629684,0.003794,1.185,0,0,0,0,0,0.596163,0.222476,0.373687,-40.86,9.6,1,15,9,13,23.311,6.5986,3.0E-6,752.154,104.74,7750.0,4.5,0.5,555,,,,11.495629,0.094837,6,,NOT_AVAILABLE,0.0,0.0,0.999906,7537.0,7525.9,7546.5,3.7903,3.7777,3.8019,-0.6329,-0.649,-0.6191,1024.7523,1008.3533,1042.8151,0.6082,0.603,0.6122,0.5444,0.5396,0.548,0.293,0.2904,0.2949,A,225.93371303046,-54.2305434371,0.480515,0.570677,-0.2688,0.0
NGC_5822,5887719775627784320,225.91766252842,-54.18027207043,1.2307,-7.468,-5.257,15.6692915,16.183296,14.99667,1.0,Gaia DR3 5887719775627784320,225.91766252842,-54.18027207043,0.0,0.0,149.0,1636148068921376768,5887719775627784320,207137511,0.0227,0.0266,1.2307,0.0343,35.8994,9.132,-7.468,0.031,-5.257,0.038,-0.2932,-0.0561,-0.0693,-0.157,-0.0589,-0.1713,0.4401,-0.0514,-0.0453,-0.3287,392,0,388,4,-1.1296,367.03,0.0,0.0,31,false,1.475,,,,,,,,45,21,0.058035,47,0.007712,77.77,2,0,0.959,0,407,10167.87096,3.99413,2545.7,15.669291,0.002788,45,4593.02,12.8124,358.482,16.183296,0.004118,46,7952.26,10.0385,792.172,14.99667,0.00402,1.234,0,0,0,1,0,1.186626,0.514005,0.672622,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999969,5027.3,5003.3,5132.6,4.6257,4.6133,4.6388,-0.4841,-0.5073,-0.4181,672.6776,661.7961,710.7748,0.359,0.3387,0.4315,0.2855,0.2692,0.3439,0.1523,0.1435,0.1835,PHOENIX,225.9177192394,-54.18024870573,0.498344,0.601215,-0.3192,0.0
NGC_5822,5887862192396990080,226.88814494916,-53.35035174716,1.0685,-7.638,-4.91,19.151745,20.164326,18.13029,0.08,Gaia DR3 5887862192396990080,226.88814494916,-53.35035174716,0.0,0.0,138.0,1636148068921376768,5887862192396990080,1635945682,0.2941,0.306,1.0685,0.3547,3.0127,9.08,-7.638,0.434,-4.91,0.409,-0.4436,0.1862,0.6428,-0.3862,-0.3402,-0.3751,0.6855,0.1374,-0.2672,-0.4471,268,0,268,0,1.0604,300.31,0.708,1.0469,31,false,1.342,,,,,,,,30,14,0.75651,36,0.04812,9.691,0,0,1.045,0,309,411.38511,1.18226,347.965,19.151745,0.004163,33,117.405,4.83419,24.2864,20.164326,0.044793,32,443.652,7.90958,56.0905,18.13029,0.019722,1.364,0,0,0,0,0,2.034037,1.012581,1.021456,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999994,,,,,,,,,,,,,,,,,,,,,,,226.88820182155,-53.35032992372,6.752412,6.337455,-0.4393,0.0
NGC_5822,5887719809987536128,225.94085181012,-54.15652597181,1.2324,-7.317,-5.36,14.3950815,14.765958,13.851906,1.0,Gaia DR3 5887719809987536128,225.94085181012,-54.15652597181,0.0,0.0,150.0,1636148068921376768,5887719809987536128,19620341,0.0133,0.0159,1.2324,0.0204,60.5269,9.07,-7.317,0.018,-5.36,0.023,-0.3162,-0.0496,-0.0541,-0.1466,-0.1153,-0.1554,0.402,-0.075,-0.007,-0.3656,390,0,389,1,-0.464,377.75,0.0,0.0,31,false,1.534,,,,,,,,44,21,0.035058,46,0.01311,93.66,0,0,0.982,0,391,32878.66293,7.06553,4653.39,14.395082,0.002765,38,16944.7,22.5728,750.669,14.765958,0.003143,38,22824.2,20.805,1097.06,13.851906,0.003907,1.21,0,0,0,0,0,0.914052,0.370876,0.543176,-23.51,5.98,2,14,6,11,3.6692,,,802.629,,5500.0,0.5,-1.0,111,,,,13.927959,0.198394,8,,NOT_AVAILABLE,0.0,0.0,0.999974,5820.5,5808.4,5832.1,4.3847,4.3738,4.3955,-0.4246,-0.4386,-0.4102,744.0814,732.5924,756.2003,0.3443,0.3371,0.3515,0.2878,0.2818,0.294,0.1556,0.1523,0.159,MARCS,225.94090734336,-54.15650214757,0.296687,0.362651,-0.3576,0.0
NGC_5822,5887765023057699072,227.14832604503,-53.96447008155,1.1226,-6.919,-4.945,19.233706,20.641521,18.00506,0.19,Gaia DR3 5887765023057699072,227.14832604503,-53.96447008155,0.0,0.0,130.0,1636148068921376768,5887765023057699072,392632241,0.2247,0.2192,1.1226,0.3135,3.5806,8.504,-6.919,0.319,-4.945,0.301,-0.1387,-0.0278,0.0297,-0.0621,-0.0079,-0.0479,0.3831,-0.2,-0.0888,-0.0814,309,0,308,1,1.0229,377.82,0.989,2.2191,95,false,,1.1804,0.0607,-0.011,0.02,-0.072,-0.275,0.053,35,18,0.454403,39,0.009811,148.6,0,0,1.041,0,338,381.47369,1.12929,337.8,19.233706,0.004233,32,75.65,4.04841,18.6863,20.641521,0.05817,37,497.891,6.36169,78.2639,18.00506,0.014378,1.503,0,12,0,15,0,2.636461,1.407816,1.228645,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999978,,,,,,,,,,,,,,,,,,,,,,,227.14837831808,-53.96444810593,5.108445,4.733985,-0.0781,0.0
